iso3,year,source,catalog,mean_size,size_1,size_2_3,size_4_5,size_6_plus,one_person,couple_only,couple_children,single_parent,extended,non_relatives,unknown,multi_generation,three_generation
GUY,2005,DHS,139,4.16,9.70,32.67,35.00,22.63,9.70,8.36,36.64,9.71,33.07,2.32,0.19,34.85,17.35
GUY,2006,MICS,1893,4.05,12.10,31.99,34.10,21.81,12.10,8.51,40.43,9.47,28.21,1.10,0.18,29.99,15.57
GUY,2009,DHS,4701,3.80,12.87,36.69,32.09,18.35,12.87,9.73,33.34,11.64,30.27,2.11,0.04,30.60,15.76
GUY,2014,MICS,5675,3.81,12.69,36.40,32.81,18.09,12.69,10.01,34.92,11.47,29.09,1.79,0.04,35.36,16.43
GUY,2019,MICS,7811,3.50,15.80,39.66,29.12,15.42,15.80,11.35,31.38,11.92,28.75,0.78,0.02,35.14,15.84
HKG,2006,DYB,1603,2.98,16.51,47.29,32.28,3.91,16.51,,,,,,,,
HKG,2011,DYB,4780,2.91,17.06,49.52,30.16,3.26,17.06,14.97,39.44,11.93,,,16.61,,
HKG,2016,DYB,7109,2.83,18.29,50.89,27.55,3.27,18.29,15.46,36.66,11.86,,,17.73,,
HKG,2021,DYB,7196,2.72,20.24,52.65,24.23,2.89,20.24,17.19,32.41,11.96,,,18.20,,
HND,1974,IPUMS,1316,5.67,4.49,19.54,27.71,48.26,4.49,4.10,41.66,9.10,29.31,11.33,0.00,27.32,17.76
HND,1988,IPUMS,1342,5.52,4.73,19.42,29.85,46.01,4.73,3.86,43.23,8.85,32.24,7.11,0.00,29.01,18.32
HND,2001,IPUMS,1486,5.00,5.33,24.14,34.13,36.40,5.33,4.50,40.67,9.84,33.19,6.48,0.00,30.70,17.98
HND,2006,DHS,1788,4.80,5.52,25.93,35.54,33.01,5.52,4.70,40.01,10.52,31.08,8.15,0.01,32.36,20.57
HND,2012,DHS,5056,4.47,6.69,29.43,36.81,27.07,6.69,5.16,35.15,10.65,33.40,8.94,0.01,34.96,21.92
HND,2013,IPUMS,4749,4.40,6.75,30.80,36.83,25.61,6.75,5.75,41.09,11.31,32.77,0.76,0.00,32.91,18.26
HND,2019,MICS,7581,3.87,10.37,35.85,35.97,17.81,10.37,6.73,35.38,13.08,30.26,4.18,0.00,34.50,18.79
HRV,2001,DYB,898,2.99,20.79,42.59,29.81,6.81,20.79,15.76,36.15,9.12,,,18.19,,
HRV,2011,DYB,4816,2.80,24.56,44.43,25.28,5.73,24.56,16.87,32.78,10.04,,,15.74,,
HRV,2021,DYB,7307,2.67,27.80,44.55,22.32,5.33,27.80,17.17,28.58,10.96,,,15.49,,
HTI,1971,IPUMS,1656,4.60,9.35,28.99,29.22,32.43,9.35,5.01,28.74,11.60,30.90,14.20,0.19,,
HTI,1982,IPUMS,1024,4.95,7.63,26.86,29.04,36.47,7.63,,,,,,,,
HTI,1994,DHS,1764,5.02,8.07,24.53,28.53,38.87,8.07,4.27,24.28,8.69,37.02,17.65,0.02,29.24,17.56
HTI,2000,DHS,1765,4.69,8.20,27.84,29.97,33.99,8.20,4.19,25.68,11.28,35.28,15.37,0.00,27.43,16.04
HTI,2003,IPUMS,1034,4.68,8.82,27.87,29.58,33.73,8.82,5.15,25.81,10.82,39.79,9.62,0.00,31.66,15.09
HTI,2006,DHS,1785,4.61,8.62,28.36,30.61,32.42,8.62,4.14,24.37,12.13,40.68,10.06,0.00,29.70,17.26
HTI,2012,DHS,5451,4.43,9.89,29.62,31.30,29.19,9.89,4.56,23.55,10.88,42.34,8.76,0.03,29.70,17.50
HTI,2017,DHS,5825,4.29,9.43,31.10,32.93,26.54,9.43,4.66,23.41,12.68,43.51,6.31,0.00,31.58,18.14
HUN,1970,IPUMS,892,3.29,10.74,48.96,31.76,8.54,10.74,18.13,35.62,5.34,2.14,0.00,28.04,,
HUN,1980,IPUMS,1092,2.79,19.85,50.11,26.33,3.71,19.85,20.46,,,,0.93,0.20,,
