iso3,year,sex,age,disabled,total,source
SWE,2011,F,25-54,82.368,1792.907,HIES - EU Statistics on Income and Living Conditions
SWE,2011,F,55-64,39.831,591.667,HIES - EU Statistics on Income and Living Conditions
SWE,2011,F,GE65,111.747,957.468,HIES - EU Statistics on Income and Living Conditions
SWE,2011,M,15-24,6.433,580.929,HIES - EU Statistics on Income and Living Conditions
SWE,2011,M,25-54,63.955,1863.955,HIES - EU Statistics on Income and Living Conditions
SWE,2011,M,55-64,37.154,592.626,HIES - EU Statistics on Income and Living Conditions
SWE,2011,M,GE65,63.598,779.778,HIES - EU Statistics on Income and Living Conditions
SWE,2012,F,15-24,10.27,554.878,HIES - EU Statistics on Income and Living Conditions
SWE,2012,F,25-54,77.345,1810.502,HIES - EU Statistics on Income and Living Conditions
SWE,2012,F,55-64,49.248,584.783,HIES - EU Statistics on Income and Living Conditions
SWE,2012,F,GE65,90.305,979.159,HIES - EU Statistics on Income and Living Conditions
SWE,2012,M,15-24,10.666,582.247,HIES - EU Statistics on Income and Living Conditions
SWE,2012,M,25-54,77.038,1885.304,HIES - EU Statistics on Income and Living Conditions
SWE,2012,M,55-64,29.785,585.323,HIES - EU Statistics on Income and Living Conditions
SWE,2012,M,GE65,59.517,804.817,HIES - EU Statistics on Income and Living Conditions
SWE,2013,F,15-24,11.799,550.585,HIES - EU Statistics on Income and Living Conditions
SWE,2013,F,25-54,86.733,1830.146,HIES - EU Statistics on Income and Living Conditions
SWE,2013,F,55-64,43.573,579.685,HIES - EU Statistics on Income and Living Conditions
SWE,2013,F,GE65,101.047,997.455,HIES - EU Statistics on Income and Living Conditions
SWE,2013,M,15-24,10.68,582.21,HIES - EU Statistics on Income and Living Conditions
SWE,2013,M,25-54,54.17,1894.072,HIES - EU Statistics on Income and Living Conditions
SWE,2013,M,55-64,33.275,580.068,HIES - EU Statistics on Income and Living Conditions
SWE,2013,M,GE65,55.049,830.828,HIES - EU Statistics on Income and Living Conditions
SWE,2014,F,25-54,40.004,1848.216,HIES - EU Statistics on Income and Living Conditions
SWE,2014,F,55-64,18.338,573.261,HIES - EU Statistics on Income and Living Conditions
SWE,2014,F,GE65,69.899,1017.7,HIES - EU Statistics on Income and Living Conditions
SWE,2014,M,25-54,24.216,1914.843,HIES - EU Statistics on Income and Living Conditions
SWE,2014,M,55-64,11.389,574.669,HIES - EU Statistics on Income and Living Conditions
SWE,2014,M,GE65,34.994,854.507,HIES - EU Statistics on Income and Living Conditions
SWE,2015,F,25-54,36.265,1870.77,HIES - EU Statistics on Income and Living Conditions
SWE,2015,F,55-64,20.62,569.342,HIES - EU Statistics on Income and Living Conditions
SWE,2015,F,GE65,66.476,1036.2,HIES - EU Statistics on Income and Living Conditions
SWE,2015,M,15-24,5.066,565.435,HIES - EU Statistics on Income and Living Conditions
SWE,2015,M,25-54,23.314,1941.633,HIES - EU Statistics on Income and Living Conditions
SWE,2015,M,55-64,18.719,571.928,HIES - EU Statistics on Income and Living Conditions
SWE,2015,M,GE65,33.17,876.684,HIES - EU Statistics on Income and Living Conditions
SWE,2016,F,25-54,32.137,1896.795,HIES - EU Statistics on Income and Living Conditions
SWE,2016,F,55-64,24.934,567.96,HIES - EU Statistics on Income and Living Conditions
SWE,2016,F,GE65,69.183,1051.328,HIES - EU Statistics on Income and Living Conditions
SWE,2016,M,25-54,21.34,1972.091,HIES - EU Statistics on Income and Living Conditions
SWE,2016,M,55-64,18.884,570.881,HIES - EU Statistics on Income and Living Conditions
SWE,2016,M,GE65,31.779,895.899,HIES - EU Statistics on Income and Living Conditions
SWE,2017,F,25-54,43.851,1930.001,HIES - EU Statistics on Income and Living Conditions
SWE,2017,F,55-64,30.702,569.866,HIES - EU Statistics on Income and Living Conditions
SWE,2017,F,GE65,92.366,1064.412,HIES - EU Statistics on Income and Living Conditions
SWE,2017,M,25-54,40.766,2013.67,HIES - EU Statistics on Income and Living Conditions
SWE,2017,M,55-64,12.178,573.974,HIES - EU Statistics on Income and Living Conditions
SWE,2017,M,GE65,43.244,912.445,HIES - EU Statistics on Income and Living Conditions
SWE,2018,F,25-54,41.524,1959.849,HIES - EU Statistics on Income and Living Conditions
SWE,2018,F,55-64,26.861,573.126,HIES - EU Statistics on Income and Living Conditions
SWE,2018,F,GE65,80.595,1077.056,HIES - EU Statistics on Income and Living Conditions
SWE,2018,M,25-54,34.345,2046.492,HIES - EU Statistics on Income and Living Conditions
SWE,2018,M,55-64,18.745,578.195,HIES - EU Statistics on Income and Living Conditions
SWE,2018,M,GE65,36.059,929.09,HIES - EU Statistics on Income and Living Conditions
SWE,2019,F,25-54,34.556,1983.399,HIES - EU Statistics on Income and Living Conditions
SWE,2019,F,55-64,24.732,578.602,HIES - EU Statistics on Income and Living Conditions
SWE,2019,F,GE65,68.468,1090.096,HIES - EU Statistics on Income and Living Conditions
SWE,2019,M,25-54,40.291,2070.207,HIES - EU Statistics on Income and Living Conditions
SWE,2019,M,55-64,14.972,585.431,HIES - EU Statistics on Income and Living Conditions
SWE,2019,M,GE65,43.713,945.615,HIES - EU Statistics on Income and Living Conditions
SWE,2020,F,25-54,37.947,1996.92,HIES - EU Statistics on Income and Living Conditions
SWE,2020,F,55-64,23.689,590.299,HIES - EU Statistics on Income and Living Conditions
SWE,2020,F,GE65,66.847,1103.727,HIES - EU Statistics on Income and Living Conditions
SWE,2020,M,25-54,42.716,2085.375,HIES - EU Statistics on Income and Living Conditions
SWE,2020,M,55-64,19.003,598.199,HIES - EU Statistics on Income and Living Conditions
SWE,2020,M,GE65,40.627,961.64,HIES - EU Statistics on Income and Living Conditions
SWE,2021,F,15-24,2.406,493.147,HIES - EU Statistics on Income and Living Conditions
SWE,2021,F,25-54,34.532,1998.532,HIES - EU Statistics on Income and Living Conditions
SWE,2021,F,55-64,26.367,600.779,HIES - EU Statistics on Income and Living Conditions
SWE,2021,F,GE65,66.264,1114.523,HIES - EU Statistics on Income and Living Conditions
SWE,2021,M,15-24,4.24,544.975,HIES - EU Statistics on Income and Living Conditions
SWE,2021,M,25-54,45.707,2087.94,HIES - EU Statistics on Income and Living Conditions
SWE,2021,M,55-64,23.202,610.12,HIES - EU Statistics on Income and Living Conditions
SWE,2021,M,GE65,41.8,973.563,HIES - EU Statistics on Income and Living Conditions
SWE,2022,F,15-24,15.112,498.075,HIES - EU Statistics on Income and Living Conditions
SWE,2022,F,25-54,38.535,1999.657,HIES - EU Statistics on Income and Living Conditions
SWE,2022,F,55-64,20.438,611.197,HIES - EU Statistics on Income and Living Conditions
SWE,2022,F,GE65,82.091,1128.927,HIES - EU Statistics on Income and Living Conditions
SWE,2022,M,15-24,7.956,548.8,HIES - EU Statistics on Income and Living Conditions
SWE,2022,M,25-54,58.723,2091.756,HIES - EU Statistics on Income and Living Conditions
SWE,2022,M,55-64,19.672,621.25,HIES - EU Statistics on Income and Living Conditions
SWE,2022,M,GE65,49.227,989.839,HIES - EU Statistics on Income and Living Conditions
SWE,2023,F,15-24,9.757,507.528,HIES - EU Statistics on Income and Living Conditions
SWE,2023,F,25-54,46.07,2004.301,HIES - EU Statistics on Income and Living Conditions
SWE,2023,F,55-64,17.968,621.016,HIES - EU Statistics on Income and Living Conditions
SWE,2023,F,GE65,80.915,1142.384,HIES - EU Statistics on Income and Living Conditions
SWE,2023,M,15-24,7.96,557.252,HIES - EU Statistics on Income and Living Conditions
SWE,2023,M,25-54,53.341,2098.877,HIES - EU Statistics on Income and Living Conditions
SWE,2023,M,55-64,19.188,632.795,HIES - EU Statistics on Income and Living Conditions
SWE,2023,M,GE65,50.632,1004.753,HIES - EU Statistics on Income and Living Conditions
SWE,2024,F,15-24,9.697,516.659,HIES - EU Statistics on Income and Living Conditions
SWE,2024,F,25-54,51.614,2001.127,HIES - EU Statistics on Income and Living Conditions
SWE,2024,F,55-64,17.773,628.808,HIES - EU Statistics on Income and Living Conditions
SWE,2024,F,GE65,78.517,1155.359,HIES - EU Statistics on Income and Living Conditions
SWE,2024,M,25-54,56.697,2097.985,HIES - EU Statistics on Income and Living Conditions
SWE,2024,M,55-64,17.473,640.891,HIES - EU Statistics on Income and Living Conditions
SWE,2024,M,GE65,41.392,1019.393,HIES - EU Statistics on Income and Living Conditions
SWE,2025,F,15-24,9.84,526.517,HIES - EU Statistics on Income and Living Conditions
SWE,2025,F,25-54,68.031,2003.901,HIES - EU Statistics on Income and Living Conditions
SWE,2025,F,55-64,20.699,634.807,HIES - EU Statistics on Income and Living Conditions
SWE,2025,F,GE65,70.039,1170.42,HIES - EU Statistics on Income and Living Conditions
SWE,2025,M,15-24,6.531,564.146,HIES - EU Statistics on Income and Living Conditions
SWE,2025,M,25-54,45.898,2098.856,HIES - EU Statistics on Income and Living Conditions
SWE,2025,M,55-64,26.673,645.972,HIES - EU Statistics on Income and Living Conditions
SWE,2025,M,GE65,32.093,1036.027,HIES - EU Statistics on Income and Living Conditions
SWZ,2016,F,15-24,7.618,121.366,LFS - Labour Force Survey
SWZ,2016,F,25-54,23.141,209.039,LFS - Labour Force Survey
SWZ,2016,F,55-64,9.377,33.08,LFS - Labour Force Survey
SWZ,2016,F,GE65,19.654,35.962,LFS - Labour Force Survey
SWZ,2016,M,15-24,7.957,123.891,LFS - Labour Force Survey
SWZ,2016,M,25-54,15.134,171.603,LFS - Labour Force Survey
SWZ,2016,M,55-64,7.459,24.426,LFS - Labour Force Survey
SWZ,2016,M,GE65,9.652,19.433,LFS - Labour Force Survey
SWZ,2021,F,15-24,2.333,129.522,LFS - Labour Force Survey
SWZ,2021,F,25-54,7.301,235.394,LFS - Labour Force Survey
SWZ,2021,F,55-64,2.116,35.05,LFS - Labour Force Survey
SWZ,2021,F,GE65,9.511,35.017,LFS - Labour Force Survey
SWZ,2021,M,15-24,2.307,129.065,LFS - Labour Force Survey
SWZ,2021,M,25-54,4.37,183.044,LFS - Labour Force Survey
SWZ,2021,M,55-64,1.665,22.599,LFS - Labour Force Survey
SWZ,2021,M,GE65,3.587,21.171,LFS - Labour Force Survey
SWZ,2023,F,15-24,0.566,100.607,LFS - Labour Force Survey
SWZ,2023,F,25-54,3.02,197.531,LFS - Labour Force Survey
SWZ,2023,F,55-64,1.446,30.054,LFS - Labour Force Survey
SWZ,2023,F,GE65,6.153,34.849,LFS - Labour Force Survey
SWZ,2023,M,15-24,0.846,98.334,LFS - Labour Force Survey
SWZ,2023,M,25-54,3.013,164.074,LFS - Labour Force Survey
SWZ,2023,M,55-64,0.662,24.433,LFS - Labour Force Survey
SWZ,2023,M,GE65,3.119,19.896,LFS - Labour Force Survey
SYC,2019,F,15-24,0.09,6.516,LFS - Labour Force Survey
SYC,2019,F,25-54,0.415,21.565,LFS - Labour Force Survey
SYC,2019,F,55-64,0.412,5.752,LFS - Labour Force Survey
SYC,2019,F,GE65,1.349,5.847,LFS - Labour Force Survey
SYC,2019,M,15-24,0.053,6.454,LFS - Labour Force Survey
SYC,2019,M,25-54,0.371,19.424,LFS - Labour Force Survey
SYC,2019,M,55-64,0.289,5.764,LFS - Labour Force Survey
SYC,2019,M,GE65,0.645,3.725,LFS - Labour Force Survey
SYC,2020,F,15-24,0.041,6.597,LFS - Labour Force Survey
SYC,2020,F,25-54,0.391,21.337,LFS - Labour Force Survey
SYC,2020,F,55-64,0.338,6.041,LFS - Labour Force Survey
SYC,2020,F,GE65,1.173,6.03,LFS - Labour Force Survey
SYC,2020,M,15-24,0.084,6.675,LFS - Labour Force Survey
SYC,2020,M,25-54,0.428,20.584,LFS - Labour Force Survey
SYC,2020,M,55-64,0.355,5.225,LFS - Labour Force Survey
SYC,2020,M,GE65,0.631,4.455,LFS - Labour Force Survey
SYC,2023,F,25-54,0.377,21.479,LFS - Labour Force Survey
SYC,2023,F,55-64,0.344,7.126,LFS - Labour Force Survey
SYC,2023,F,GE65,1.363,7.788,LFS - Labour Force Survey
SYC,2023,M,15-24,0.073,6.411,LFS - Labour Force Survey
SYC,2023,M,25-54,0.382,21.855,LFS - Labour Force Survey
SYC,2023,M,55-64,0.36,6.187,LFS - Labour Force Survey
SYC,2023,M,GE65,0.764,5.581,LFS - Labour Force Survey
SYC,2024,F,15-24,0.052,7.066,LFS - Labour Force Survey
SYC,2024,F,25-54,0.227,24.064,LFS - Labour Force Survey
SYC,2024,F,55-64,0.284,7.406,LFS - Labour Force Survey
SYC,2024,F,GE65,0.953,7.22,LFS - Labour Force Survey
SYC,2024,M,15-24,0.075,7.006,LFS - Labour Force Survey
SYC,2024,M,25-54,0.309,22.421,LFS - Labour Force Survey
SYC,2024,M,55-64,0.292,6.23,LFS - Labour Force Survey
SYC,2024,M,GE65,0.631,5.348,LFS - Labour Force Survey
SYC,2025,F,25-54,0.209,20.535,LFS - Labour Force Survey
SYC,2025,F,55-64,0.206,6.887,LFS - Labour Force Survey
SYC,2025,F,GE65,1.051,8.456,LFS - Labour Force Survey
SYC,2025,M,15-24,0.036,5.416,LFS - Labour Force Survey
SYC,2025,M,25-54,0.326,21.188,LFS - Labour Force Survey
SYC,2025,M,55-64,0.235,5.966,LFS - Labour Force Survey
SYC,2025,M,GE65,0.483,6.082,LFS - Labour Force Survey
TGO,2010,F,15-24,5.477,601.636,PC - Recensement Général de la Population et de l'Habitat
TGO,2010,F,25-54,14.545,1082.986,PC - Recensement Général de la Population et de l'Habitat
TGO,2010,F,55-64,3.255,122.969,PC - Recensement Général de la Population et de l'Habitat
TGO,2010,F,GE65,8.904,144.59,PC - Recensement Général de la Population et de l'Habitat
TGO,2010,M,15-24,5.94,580.434,PC - Recensement Général de la Population et de l'Habitat
TGO,2010,M,25-54,16.77,940.246,PC - Recensement Général de la Population et de l'Habitat
TGO,2010,M,55-64,3.86,101.704,PC - Recensement Général de la Population et de l'Habitat
TGO,2010,M,GE65,6.924,92.096,PC - Recensement Général de la Population et de l'Habitat
TGO,2011,F,15-24,5.979,585.432,HS - Questionnaire des Indicateurs de Base du Bien-être
TGO,2011,F,25-54,17.188,1010.664,HS - Questionnaire des Indicateurs de Base du Bien-être
TGO,2011,F,55-64,5.51,121.697,HS - Questionnaire des Indicateurs de Base du Bien-être
TGO,2011,F,GE65,10.031,116.284,HS - Questionnaire des Indicateurs de Base du Bien-être
TGO,2011,M,15-24,8.395,582.593,HS - Questionnaire des Indicateurs de Base du Bien-être
TGO,2011,M,25-54,27.572,887.922,HS - Questionnaire des Indicateurs de Base du Bien-être
TGO,2011,M,55-64,5.934,97.07,HS - Questionnaire des Indicateurs de Base du Bien-être
TGO,2011,M,GE65,8.271,84.164,HS - Questionnaire des Indicateurs de Base du Bien-être
TGO,2019,F,15-24,16.101,669.608,HIES - Living Standards Measurement Survey
TGO,2019,F,25-54,69.5,1363.886,HIES - Living Standards Measurement Survey
TGO,2019,F,55-64,35.954,197.495,HIES - Living Standards Measurement Survey
TGO,2019,F,GE65,69.442,170.164,HIES - Living Standards Measurement Survey
TGO,2019,M,15-24,12.304,633.89,HIES - Living Standards Measurement Survey
TGO,2019,M,25-54,42.028,1136.149,HIES - Living Standards Measurement Survey
TGO,2019,M,55-64,18.505,176.658,HIES - Living Standards Measurement Survey
TGO,2019,M,GE65,31.946,117.237,HIES - Living Standards Measurement Survey
TGO,2022,F,15-24,12.379,759.554,HIES - Living Standards Measurement Survey
TGO,2022,F,25-54,39.677,1419.033,HIES - Living Standards Measurement Survey
TGO,2022,F,55-64,25.319,239.032,HIES - Living Standards Measurement Survey
TGO,2022,F,GE65,66.35,212.629,HIES - Living Standards Measurement Survey
TGO,2022,M,15-24,9.68,700.432,HIES - Living Standards Measurement Survey
TGO,2022,M,25-54,32.513,1153.928,HIES - Living Standards Measurement Survey
TGO,2022,M,55-64,23.857,210.245,HIES - Living Standards Measurement Survey
TGO,2022,M,GE65,37.258,156.98,HIES - Living Standards Measurement Survey
THA,2010,F,15-24,53.375,3736.653,HIES - Household Socio-Economic Survey
THA,2010,F,25-54,248.519,15219.241,HIES - Household Socio-Economic Survey
THA,2010,F,55-64,103.618,3830.247,HIES - Household Socio-Economic Survey
THA,2010,F,GE65,253.724,3820.057,HIES - Household Socio-Economic Survey
THA,2010,M,15-24,69.989,3783.235,HIES - Household Socio-Economic Survey
THA,2010,M,25-54,340.338,13486.95,HIES - Household Socio-Economic Survey
THA,2010,M,55-64,117,3270.598,HIES - Household Socio-Economic Survey
THA,2010,M,GE65,181.1,2848.889,HIES - Household Socio-Economic Survey
THA,2013,F,15-24,39.1,3605.746,HIES - Household Socio-Economic Survey
THA,2013,F,25-54,222.798,14304.333,HIES - Household Socio-Economic Survey
THA,2013,F,55-64,116.431,4294.073,HIES - Household Socio-Economic Survey
THA,2013,F,GE65,318.657,4100.083,HIES - Household Socio-Economic Survey
THA,2013,M,15-24,57.107,3527.776,HIES - Household Socio-Economic Survey
THA,2013,M,25-54,341.6,12744.933,HIES - Household Socio-Economic Survey
THA,2013,M,55-64,140.889,3657.621,HIES - Household Socio-Economic Survey
THA,2013,M,GE65,232.388,3148.729,HIES - Household Socio-Economic Survey
THA,2017,F,15-24,48.26,3207.132,HIES - Household Socio-Economic Survey
THA,2017,F,25-54,269.58,13839.555,HIES - Household Socio-Economic Survey
THA,2017,F,55-64,147.178,4921.199,HIES - Household Socio-Economic Survey
THA,2017,F,GE65,407.904,4820.129,HIES - Household Socio-Economic Survey
THA,2017,M,15-24,56.595,3349.257,HIES - Household Socio-Economic Survey
THA,2017,M,25-54,368.789,12695.406,HIES - Household Socio-Economic Survey
THA,2017,M,55-64,178.81,4022.539,HIES - Household Socio-Economic Survey
THA,2017,M,GE65,337.578,3670.092,HIES - Household Socio-Economic Survey
THA,2019,F,15-24,47.221,2831.421,HIES - Household Socio-Economic Survey
THA,2019,F,25-54,245.852,13131.475,HIES - Household Socio-Economic Survey
THA,2019,F,55-64,182.111,5156.894,HIES - Household Socio-Economic Survey
THA,2019,F,GE65,436.237,5216.506,HIES - Household Socio-Economic Survey
THA,2019,M,15-24,69.91,2977.244,HIES - Household Socio-Economic Survey
THA,2019,M,25-54,365.454,12282.63,HIES - Household Socio-Economic Survey
THA,2019,M,55-64,178.672,4291.201,HIES - Household Socio-Economic Survey
THA,2019,M,GE65,344.353,4051.354,HIES - Household Socio-Economic Survey
TJK,2016,F,15-24,7.827,777.142,LFS - Labour Force Survey
TJK,2016,F,25-54,33.552,1566.514,LFS - Labour Force Survey
TJK,2016,F,55-64,20.745,302.108,LFS - Labour Force Survey
TJK,2016,F,GE65,2.244,166.125,LFS - Labour Force Survey
TJK,2016,M,15-24,13.52,843.696,LFS - Labour Force Survey
TJK,2016,M,25-54,43.075,1591.932,LFS - Labour Force Survey
TJK,2016,M,55-64,21.996,291.929,LFS - Labour Force Survey
TJK,2016,M,GE65,6.317,173.958,LFS - Labour Force Survey
TLS,2015,F,15-24,0.313,120.057,PC - Population Census
TLS,2015,F,25-54,1.694,173.498,PC - Population Census
TLS,2015,F,55-64,0.838,27.305,PC - Population Census
TLS,2015,F,GE65,2.548,35.768,PC - Population Census
TLS,2015,M,15-24,0.362,120.692,PC - Population Census
TLS,2015,M,25-54,2.094,176.314,PC - Population Census
TLS,2015,M,55-64,1.053,28.157,PC - Population Census
TLS,2015,M,GE65,2.427,32.696,PC - Population Census
TLS,2016,F,15-24,1.325,122.235,LFS - Labour Force Survey
TLS,2016,F,25-54,5.078,178.859,LFS - Labour Force Survey
TLS,2016,F,55-64,1.427,25.755,LFS - Labour Force Survey
TLS,2016,F,GE65,2.069,30.434,LFS - Labour Force Survey
TLS,2016,M,15-24,2.27,122.895,LFS - Labour Force Survey
TLS,2016,M,25-54,6.717,181.972,LFS - Labour Force Survey
TLS,2016,M,55-64,1.221,28.962,LFS - Labour Force Survey
TLS,2016,M,GE65,3.754,33.344,LFS - Labour Force Survey
TLS,2021,F,15-24,1.372,133.128,LFS - Labour Force Survey
TLS,2021,F,25-54,2.264,207.04,LFS - Labour Force Survey
TLS,2021,F,55-64,1.797,32.51,LFS - Labour Force Survey
TLS,2021,F,GE65,3.545,33.077,LFS - Labour Force Survey
TLS,2021,M,15-24,0.962,138.114,LFS - Labour Force Survey
TLS,2021,M,25-54,3.236,199.962,LFS - Labour Force Survey
TLS,2021,M,55-64,2.154,33.529,LFS - Labour Force Survey
TLS,2021,M,GE65,4.228,31.987,LFS - Labour Force Survey
TLS,2022,F,15-24,0.592,142.412,PC - Population Census
TLS,2022,F,25-54,2.067,217.798,PC - Population Census
TLS,2022,F,55-64,1.026,32.076,PC - Population Census
TLS,2022,F,GE65,4.319,40.128,PC - Population Census
TLS,2022,M,15-24,0.731,147.182,PC - Population Census
TLS,2022,M,25-54,2.471,225.402,PC - Population Census
TLS,2022,M,55-64,1.145,33.748,PC - Population Census
TLS,2022,M,GE65,3.502,35.185,PC - Population Census
TON,2018,F,15-24,0.084,9.463,LFS - Labour Force Survey
TON,2018,F,25-54,0.228,17.764,LFS - Labour Force Survey
TON,2018,F,55-64,0.172,3.106,LFS - Labour Force Survey
TON,2018,F,GE65,0.629,3.328,LFS - Labour Force Survey
TON,2018,M,15-24,0.08,9.111,LFS - Labour Force Survey
TON,2018,M,25-54,0.219,14.954,LFS - Labour Force Survey
TON,2018,M,55-64,0.193,2.758,LFS - Labour Force Survey
TON,2018,M,GE65,0.557,2.705,LFS - Labour Force Survey
TON,2021,F,15-24,0.085,9.769,PC - Population Census
TON,2021,F,25-54,0.398,17.858,PC - Population Census
TON,2021,F,55-64,0.357,3.421,PC - Population Census
TON,2021,F,GE65,0.978,3.674,PC - Population Census
TON,2021,M,15-24,0.075,9.47,PC - Population Census
TON,2021,M,25-54,0.367,14.862,PC - Population Census
TON,2021,M,55-64,0.262,3.374,PC - Population Census
TON,2021,M,GE65,0.626,2.878,PC - Population Census
TON,2023,F,15-24,0.108,9.881,LFS - Labour Force Survey
TON,2023,F,25-54,0.195,18.1,LFS - Labour Force Survey
TON,2023,F,55-64,0.133,3.557,LFS - Labour Force Survey
TON,2023,F,GE65,0.817,3.819,LFS - Labour Force Survey
TON,2023,M,15-24,0.068,9.287,LFS - Labour Force Survey
TON,2023,M,25-54,0.234,14.297,LFS - Labour Force Survey
TON,2023,M,55-64,0.147,3.6,LFS - Labour Force Survey
TON,2023,M,GE65,0.477,2.93,LFS - Labour Force Survey
TUN,2021,F,15-24,7.518,777.426,HIES - National Survey on Household Budget and Consumption
TUN,2021,F,25-54,37.63,2425.027,HIES - National Survey on Household Budget and Consumption
TUN,2021,F,55-64,23.503,768.027,HIES - National Survey on Household Budget and Consumption
TUN,2021,F,GE65,50.147,735.487,HIES - National Survey on Household Budget and Consumption
TUN,2021,M,15-24,10.171,838.952,HIES - National Survey on Household Budget and Consumption
TUN,2021,M,25-54,45.742,2182.278,HIES - National Survey on Household Budget and Consumption
TUN,2021,M,55-64,25.736,676.114,HIES - National Survey on Household Budget and Consumption
TUN,2021,M,GE65,45.104,707.509,HIES - National Survey on Household Budget and Consumption
TUR,2024,F,15-24,59.338,4978.588,HIES - Statistics on Income and Living Conditions
TUR,2024,F,25-54,483.988,18315.698,HIES - Statistics on Income and Living Conditions
TUR,2024,F,55-64,287.682,4411.632,HIES - Statistics on Income and Living Conditions
TUR,2024,F,GE65,840.509,4924.643,HIES - Statistics on Income and Living Conditions
TUR,2024,M,15-24,89.197,5351.664,HIES - Statistics on Income and Living Conditions
TUR,2024,M,25-54,461.972,18326.404,HIES - Statistics on Income and Living Conditions
TUR,2024,M,55-64,232.44,4318.506,HIES - Statistics on Income and Living Conditions
TUR,2024,M,GE65,486.688,3949.958,HIES - Statistics on Income and Living Conditions
TUV,2010,F,15-24,0.029,0.694,HIES - Household Income and Expenditure Survey
TUV,2010,F,25-54,0.033,1.906,HIES - Household Income and Expenditure Survey
TUV,2010,F,55-64,0.024,0.421,HIES - Household Income and Expenditure Survey
TUV,2010,F,GE65,0.02,0.324,HIES - Household Income and Expenditure Survey
TUV,2010,M,15-24,0.02,0.871,HIES - Household Income and Expenditure Survey
TUV,2010,M,25-54,0.024,1.783,HIES - Household Income and Expenditure Survey
TUV,2017,F,15-24,0.008,0.912,PC - Population Census
TUV,2017,F,25-54,0.027,1.774,PC - Population Census
TUV,2017,F,55-64,0.039,0.545,PC - Population Census
TUV,2017,F,GE65,0.087,0.343,PC - Population Census
TUV,2017,M,15-24,0.007,0.981,PC - Population Census
TUV,2017,M,25-54,0.043,2.015,PC - Population Census
TUV,2017,M,55-64,0.015,0.455,PC - Population Census
TUV,2017,M,GE65,0.044,0.243,PC - Population Census
TUV,2022,F,25-54,0.027,1.846,PC - Population Census
TUV,2022,F,55-64,0.037,0.515,PC - Population Census
TUV,2022,F,GE65,0.066,0.361,PC - Population Census
TUV,2022,M,15-24,0.005,0.958,PC - Population Census
TUV,2022,M,25-54,0.03,1.979,PC - Population Census
TUV,2022,M,55-64,0.036,0.477,PC - Population Census
TUV,2022,M,GE65,0.031,0.263,PC - Population Census
TZA,2010,F,15-24,218.092,4716.267,HIES - National Panel Survey
TZA,2010,F,25-54,764.86,6740.145,HIES - National Panel Survey
TZA,2010,F,55-64,253.444,816.611,HIES - National Panel Survey
TZA,2010,F,GE65,606.397,1108.734,HIES - National Panel Survey
TZA,2010,M,15-24,172.943,4626.428,HIES - National Panel Survey
TZA,2010,M,25-54,594.325,5944.872,HIES - National Panel Survey
TZA,2010,M,55-64,242.863,784.939,HIES - National Panel Survey
TZA,2010,M,GE65,426.007,892.914,HIES - National Panel Survey
TZA,2014,F,15-24,28.338,4043.334,LFS - Labour Force Survey
TZA,2014,F,25-54,65.731,7470.031,LFS - Labour Force Survey
TZA,2014,F,55-64,37.503,908.256,LFS - Labour Force Survey
TZA,2014,F,GE65,165.709,969.057,LFS - Labour Force Survey
TZA,2014,M,15-24,28.556,3852.16,LFS - Labour Force Survey
TZA,2014,M,25-54,67.401,6739.749,LFS - Labour Force Survey
TZA,2014,M,55-64,26.371,896.548,LFS - Labour Force Survey
TZA,2014,M,GE65,84.807,869.004,LFS - Labour Force Survey
TZA,2020,F,15-24,165.12,5355.802,LFS - Labour Force Survey
TZA,2020,F,25-54,756.488,8768.156,LFS - Labour Force Survey
TZA,2020,F,55-64,314.808,1206.084,LFS - Labour Force Survey
TZA,2020,F,GE65,702.744,1397.343,LFS - Labour Force Survey
TZA,2020,M,15-24,182.613,4990.471,LFS - Labour Force Survey
TZA,2020,M,25-54,548.506,8049.225,LFS - Labour Force Survey
TZA,2020,M,55-64,226.101,1159.382,LFS - Labour Force Survey
TZA,2020,M,GE65,439.567,1084.486,LFS - Labour Force Survey
TZA,2024,F,15-24,221.421,5827.674,LFS - Labour Force Survey
TZA,2024,F,25-54,844.062,10612.055,LFS - Labour Force Survey
TZA,2024,F,55-64,375.069,1558.539,LFS - Labour Force Survey
TZA,2024,F,GE65,763.405,1527.264,LFS - Labour Force Survey
TZA,2024,M,15-24,194.125,5565.713,LFS - Labour Force Survey
TZA,2024,M,25-54,640.803,9425.485,LFS - Labour Force Survey
TZA,2024,M,55-64,297.349,1483.647,LFS - Labour Force Survey
TZA,2024,M,GE65,554.157,1294.729,LFS - Labour Force Survey
TZA,2025,F,15-24,197.496,6795.073,LFS - Labour Force Survey
TZA,2025,F,25-54,645.098,11158.663,LFS - Labour Force Survey
TZA,2025,F,55-64,320.363,1415.989,LFS - Labour Force Survey
TZA,2025,F,GE65,640.827,1418.677,LFS - Labour Force Survey
TZA,2025,M,15-24,228.981,6623.159,LFS - Labour Force Survey
TZA,2025,M,25-54,483.755,10134.838,LFS - Labour Force Survey
TZA,2025,M,55-64,200.649,1356.494,LFS - Labour Force Survey
TZA,2025,M,GE65,437.311,1151.046,LFS - Labour Force Survey
UGA,2010,F,15-24,39.476,3110.352,HIES - National Household Survey
UGA,2010,F,25-54,51.919,3646.672,HIES - National Household Survey
UGA,2010,F,55-64,48.16,411.007,HIES - National Household Survey
